processed,anger,anticipation,disgust,fear,joy,sadness,surprise,trust
fully say truly gone made aware things caused feel guess too stunned swiftly everything came pass get chance utter word,0,0,0,0,0,0,1,0
come library feel amazed overwhelmed wondering come read stuff life time,0,0,0,0,0,0,1,0
go back energy want feel take body amazing fun thought fun solution fun activity movement come,0,0,0,0,0,0,1,0
feel like life change quite drastically everyone surprised nearly everyone disappointed think,0,0,0,0,0,0,1,0
feel stunned reading,0,0,0,0,0,0,1,0
still moment feeling overwhelmed recent event,0,0,0,0,0,0,1,0
began feel pretty impressed,0,0,0,0,0,0,1,0
not imagine boring school year would without drama meeting still feeling funny not meeting discuss next meeting,0,0,0,0,0,0,1,0
felt pretty dumps lately not talking ugh feel funny kind,0,0,0,0,0,0,1,0
woke feeling amazing,0,0,0,0,0,0,1,0
feeling shocked paranoid idea stranger plasma unknown sexual history just layer very skin eye mouth,0,0,0,0,0,0,1,0
feeling kind curious so asked ashley hot comic book girl talked month ago jms one more day issue got first issue said amazing spiderman conclusion arc sale tomorrow,0,0,0,0,0,0,1,0
dushanbe today petroglyph say feel like draw one strange moment moved inexplicable university feel need paint,0,0,0,0,0,0,1,0
feel like person shocked electricity,0,0,0,0,0,0,1,0
want feeling even more overwhelmed year help,0,0,0,0,0,0,1,0
feel like hype blew past year therefore stunned learn since,0,0,0,0,0,0,1,0
know everyone expects post funny absurd things today not feeling funny,0,0,0,0,0,0,1,0
feel like surprised not,0,0,0,0,0,0,1,0
feel funny left pants pocket,0,0,0,0,0,0,1,0
got feeling strange very scared,0,0,0,0,0,0,1,0
heard first shooting bowed quickly ran screaming father toilet oh god feel so funny right laughing loud stayed inside no more shooting sound long silence stayed decided not leave home,0,0,0,0,0,0,1,0
normally feel things no control shocked feel badly more prevent death,0,0,0,0,0,0,1,0
feeling so so so overwhelmed,0,0,0,0,0,0,1,0
really want good one just fun not want friend feel weird awkward,0,0,0,0,0,0,1,0
barley talked since school started acting like know starting make feel way say honestly not like just curious happening,0,0,0,0,0,0,1,0
just feel like stunned cunt sit actually absorb bullshit try regurgitate school administration,0,0,0,0,0,0,1,0
feel like came process kind amazing idea job get interested things follow passion make something share,0,0,0,0,0,0,1,0
love natalia tena osha slow dark eye gi character feeling strange earthy wisdom,0,0,0,0,0,0,1,0
sure feel amazed,0,0,0,0,0,0,1,0
still feeling shocked confused turn event so much so perhaps first time life waiting reply text boy not challenge,0,0,0,0,0,0,1,0
feeling little bit surprised end football said,0,0,0,0,0,0,1,0
see help feel amazed,0,0,0,0,0,0,1,0
sadly feel bit shocked time fly so fast brings end,0,0,0,0,0,0,1,0
feel little bit curious process meet one love life so incredible,0,0,0,0,0,0,1,0
swear app just open every time unlock phone no idea came across post fellow blogger also feeling overwhelmed never ending house project,0,0,0,0,0,0,1,0
watching till disappeared around curving road heart feeling weird kind pain,0,0,0,0,0,0,1,0
end feeling funny stomach,0,0,0,0,0,0,1,0
doubt would feel anything strange acted,0,0,0,0,0,0,1,0
tell feel maybe stunned,0,0,0,0,0,0,1,0
love savior love no matter unworthy may feel prayer always show god amazing love role wife mother daughter sister teacher friend,0,0,0,0,0,0,1,0
feeling would take another receiver flag football lean heavily favor scoring lot point little surprised cecil shorts selection,0,0,0,0,0,0,1,0
still feeling pretty stunned not think reality set yet,0,0,0,0,0,0,1,0
no clue wed wed get remember sitting looking feeling overwhelmed worry fear responsibility thought responsible much heavier just lb ounce actually weighed,0,0,0,0,0,0,1,0
actually feel uterus push stomach kind weird so not much,0,0,0,0,0,0,1,0
think everyone oteam included feeling little dazed wondering life going everythings,0,0,0,0,0,0,1,0
feel strange feeling pit stomach,0,0,0,0,0,0,1,0
feeling stronger ever surprised well feel afternoon,0,0,0,0,0,0,1,0
normally hate sci fi fantasy movie got loving books just feel so amazed dedication hard work,0,0,0,0,0,0,1,0
crawled bed torturing thoughts chemical reaction could taking place brain terrifying making feel dazed confused,0,0,0,0,0,0,1,0
feel gratitude opportunity met so many amazing people magic internet,0,0,0,0,0,0,1,0
not sure feeling shocked could place favourite peaceful popular forest park subject tree felling,0,0,0,0,0,0,1,0
feel amazing others pretty sure fall flat face,0,0,0,0,0,0,1,0
thought every feel henry sitting shoulder feel mo roaming around couch today happened stunned see jinx following around could see,0,0,0,0,0,0,1,0
must admit tried plenty mascara rimmel past none left feeling really impressed result so little apprehens trying new lash accelerator endless mascara,0,0,0,0,0,0,1,0
feel bit overwhelmed huge numbers different type sprite changeling brownie kelpy goblin gnome elf pixy not mention habetrots gwyillions hobmen henkies shellycoats,0,0,0,0,0,0,1,0
feel bit shocked,0,0,0,0,0,0,1,0
feel pain mama week twins everyone amazed made far since so many woman not,0,0,0,0,0,0,1,0
feeling shocked heart just beat painfully upon seeing horrifying picture thumbnail video dead people facebook wall feed,0,0,0,0,0,0,1,0
feeling rather impressed hard work though binder began take lot valuable real estate small kitchen,0,0,0,0,0,0,1,0
feel so weird just,0,0,0,0,0,0,1,0
make feel amazing mostly feel fine,0,0,0,0,0,0,1,0
feeling very surprised well slept friday night alarm,0,0,0,0,0,0,1,0
choose feel overwhelmed sorry shake move forward need happen extra bonus maybe teach kid good trait along journey,0,0,0,0,0,0,1,0
feel more curious frustration happiness,0,0,0,0,0,0,1,0
find trepidation feel exploring sct very curious,0,0,0,0,0,0,1,0
started feeling funny friday woke sick dog,0,0,0,0,0,0,1,0
feel look amazing skin shade,0,0,0,0,0,0,1,0
finding lot things feeling weird,0,0,0,0,0,0,1,0
feeling overwhelmed prospect israel first time someone love back healthy year relationship instead feeling celebratory,0,0,0,0,0,0,1,0
still feel like dreaming not know real still shocked,0,0,0,0,0,0,1,0
feel bit dazed tired dealing,0,0,0,0,0,0,1,0
time father written message feel impressed extend unto blessing,0,0,0,0,0,0,1,0
feel overwhelmed look life,0,0,0,0,0,0,1,0
u two day so much happened feel like age half dazed jet lagged state evening no help either,0,0,0,0,0,0,1,0
feeling pretty impressed early nile stuff,0,0,0,0,0,0,1,0
no reason sad just feeling overwhelmed,0,0,0,0,0,0,1,0
feeling upload bit pleasantly surprised many song able just select without uploading,0,0,0,0,0,0,1,0
find overall feeling not surprised going happen somewhere london eventually,0,0,0,0,0,0,1,0
remember saying feel weird woke seat not pass,0,0,0,0,0,0,1,0
kind like feeling overwhelmed get close not dainty thing know not use sort thing swept thrown handled like barely weigh thing,0,0,0,0,0,0,1,0
feeling guilt people going way help truly need amazing ministry,0,0,0,0,0,0,1,0
remember feeling mildly shocked anybody could tolerate mess,0,0,0,0,0,0,1,0
went tonight feeling need impressed especially reading raving review thankfully not disappoint,0,0,0,0,0,0,1,0
just feeling bit overwhelmed like backed corner no options drink diet mountain dew let u not get started caffeine etc,0,0,0,0,0,0,1,0
feel so strange different,0,0,0,0,0,0,1,0
using git everything feel so strange,0,0,0,0,0,0,1,0
could not help feel impressed swift obviously professional approach took order steal phone,0,0,0,0,0,0,1,0
ill need possessed inspiration back exam though made everything feel like stroll ballpark so enthralled forgot stressed,0,0,0,0,0,0,1,0
feel amazed people actually point different taste wine totally just taste simple flavour,0,0,0,0,0,0,1,0
regain consciousness car open package woozy nauseating feeling come back enthralled beauty purchase,0,0,0,0,0,0,1,0
feel stunned though,0,0,0,0,0,0,1,0
clearly need use digital camera rather just baby feel quite shocked progress more inch new growth relaxer,0,0,0,0,0,0,1,0
watched feel strange,0,0,0,0,0,0,1,0
feel like sum vanity human funny picture funny quote funny meme funny pic fails autocorrect fails class full size src http data,0,0,0,0,0,0,1,0
guess feeling surprised way surprised game started tackling heavier subject,0,0,0,0,0,0,1,0
look back see just meant important denied meant feeling still surprised,0,0,0,0,0,0,1,0
blogging conference tweeting well follow rabbiross obviously much more say get feeling overwhelmed,0,0,0,0,0,0,1,0
put legit tweet see phone glow always give good feeling someone actually care respond retweet one tweet funny thing time,0,0,0,0,0,0,1,0
just finished watching anime series last night feel amazed disappointed time,0,0,0,0,0,0,1,0
see australian tablet evolve ii maestro run three operating system feel amazed firstly saw four sim card slot phone,0,0,0,0,0,0,1,0
know way knowledgeable feel like amazing stage life,0,0,0,0,0,0,1,0
apologize brevity post sporadicness better part last hour feel pretty dazed,0,0,0,0,0,0,1,0
miss feeling excitement whenever surprised,0,0,0,0,0,0,1,0
asked day ago feel feel amazing,0,0,0,0,0,0,1,0
loved class big fan hot yoga feel muscle get amazing workout hotter temperature,0,0,0,0,0,0,1,0
waved said hello back feeling stunned amazed,0,0,0,0,0,0,1,0
miss robin williams truly feel world got little le funny yesterday,0,0,0,0,0,0,1,0
feel enthralled listening used ok truth time happier ever single day whole life,0,0,0,0,0,0,1,0
awake feel very dazed,0,0,0,0,0,0,1,0
feel amazing just mile extremely energized please note,0,0,0,0,0,0,1,0
feel kind weird inappropriate,0,0,0,0,0,0,1,0
could not help feel somewhat amazed beautiful place could exist behind dry amp dusty remains excavated mountain,0,0,0,0,0,0,1,0
feeling curious,0,0,0,0,0,0,1,0
sitting toilet feeling surprised kind insulted realized opportunity like no,0,0,0,0,0,0,1,0
feel dazed confused lost time even though still trying li life fullest feel empty,0,0,0,0,0,0,1,0
feel bit funny mother day,0,0,0,0,0,0,1,0
wondering sixth sense merely auto referential works also decision thirds make feel strange find little hazardous,0,0,0,0,0,0,1,0
feel like hangover not too impressed curled sofa ball nursing sore head wondering whether hold solid,0,0,0,0,0,0,1,0
not sad moody depressed whatsoever just feel weird awkward,0,0,0,0,0,0,1,0
really feel running away though admit curious,0,0,0,0,0,0,1,0
also remember feeling amazed kind free maybe even giddy could turn page either book read something would torment imagination day week come,0,0,0,0,0,0,1,0
posted day busy national collegiate table tennis association putting more hour work feel kind impressed write something,0,0,0,0,0,0,1,0
feel curious feel face face more subconscious level fear so reduce more power life,0,0,0,0,0,0,1,0
finding really amazing things internet feeling amazed information fingertip so so so easily short time,0,0,0,0,0,0,1,0
feel very funny even feel like skilled writer,0,0,0,0,0,0,1,0
feeling really weird amp awkward koreotics nowadays,0,0,0,0,0,0,1,0
feeling overwhelmed project idea spinning around head,0,0,0,0,0,0,1,0
remember taking contact throwing away reaching glasses feeling pleasantly surprised easy,0,0,0,0,0,0,1,0
just sat minute feeling bit stunned,0,0,0,0,0,0,1,0
feel like sum vanity human funny picture funny quote funny meme funny pic fails autocorrect fails heart div content class entry entry container entry no arrow non mobile data entryid data open via data entry itemscope itemtype http schema,0,0,0,0,0,0,1,0
instructions feel bit strange,0,0,0,0,0,0,1,0
removed chick eye see world first time feel amazed,0,0,0,0,0,0,1,0
woke feeling shocked sickened,0,0,0,0,0,0,1,0
feeling little dazed confused today,0,0,0,0,0,0,1,0
husband back more permanent daily basis feel amazing,0,0,0,0,0,0,1,0
still feeling weird day,0,0,0,0,0,0,1,0
one feeling way le impressed lie lately,0,0,0,0,0,0,1,0
going find first ten song shuffle mode describe feel funny music listen too would described dark depressing bad place lose interest,0,0,0,0,0,0,1,0
guess sometimes inappropriate share so sometimes feel may go bit too far towards funny definitely not mood,0,0,0,0,0,0,1,0
ant wrinkle time walking string feel like eternity someone push two end together become amazed little journey already ended,0,0,0,0,0,0,1,0
mean feel quite strange quite pleasant,0,0,0,0,0,0,1,0
feel like not surprised,0,0,0,0,0,0,1,0
gave permission gi thank cards form text email so not feel overwhelmed long list cards write,0,0,0,0,0,0,1,0
think anyone feel curious masala movie just light entertainer,0,0,0,0,0,0,1,0
listen experience feel amazed even make feel always proud,0,0,0,0,0,0,1,0
started feel funny crock pot thing beginning no light mine no light really know,0,0,0,0,0,0,1,0
feel stunned stoned ever make strongest effect really feel terrifying emptiness inside nearing another confrontation something hate,0,0,0,0,0,0,1,0
feeling mixture emotion moment rather shocked realizing point little girl going school,0,0,0,0,0,0,1,0
like feel weird adele house,0,0,0,0,0,0,1,0
feel kind dazed moment,0,0,0,0,0,0,1,0
feel like amazing mom,0,0,0,0,0,0,1,0
feel no pain falling snow dazed confused paralyzed fear huddled together warmth tree light help silence oh oh help,0,0,0,0,0,0,1,0
feel stunned maimed,0,0,0,0,0,0,1,0
walking hour started feel little dazed passed,0,0,0,0,0,0,1,0
creature habit major life change always leave feeling sort dazed confused occasionally sad grumpy,0,0,0,0,0,0,1,0
feel dazed fryr ti diffrent level,0,0,0,0,0,0,1,0
feel like kid constantly impressed upon awesome ant,0,0,0,0,0,0,1,0
woke feeling little dazed,0,0,0,0,0,0,1,0
just waking not nearly enough sleep feeling dazed,0,0,0,0,0,0,1,0
feel curious ask happen,0,0,0,0,0,0,1,0
almost half way wedding year feeling overwhelmed lovely neighbor keep leaving trash yard acres land quiet house sound just right,0,0,0,0,0,0,1,0
wake bare room sheet thrown heap far corner legs sticky greasy feeling dazed lit inside,0,0,0,0,0,0,1,0
think time find better stress management technique choke back feeling overwhelmed,0,0,0,0,0,0,1,0
walking cal state campus today feeling like curious love child bobble head whip lash victim,0,0,0,0,0,0,1,0
feel overwhelmed,0,0,0,0,0,0,1,0
feel amazing mind body spirit feel healthy more energy muscle wearing size feel amazing,0,0,0,0,0,0,1,0
feeling funny since right birth trying feel better drinking bunch water eating slice pizza yum,0,0,0,0,0,0,1,0
feel strange,0,0,0,0,0,0,1,0
feel like just instead going gym someone tell much calorie burn just curious,0,0,0,0,0,0,1,0
feel littile surprised st class ajarn,0,0,0,0,0,0,1,0
walked around house several day feeling stunned,0,0,0,0,0,0,1,0
watching kept feeling amazed not abandoned,0,0,0,0,0,0,1,0
feel curious apparently elus character indicator,0,0,0,0,0,0,1,0
know take time heal so sad so disappointed angry feel dazed like huge nightmare,0,0,0,0,0,0,1,0
start feel overwhelmed nice take personal time nothing,0,0,0,0,0,0,1,0
feel funny,0,0,0,0,0,0,1,0
ill honest feeling shocked excited emotional grid,0,0,0,0,0,0,1,0
feel amazing moment,0,0,0,0,0,0,1,0
fully found way must admit coming around time next thing come feel really amazed vision different head very different start seeing manifest,0,0,0,0,0,0,1,0
see people walking past just normal conversation kind feel amazed,0,0,0,0,0,0,1,0
not tell good make feel funny,0,0,0,0,0,0,1,0
mother though day still feel strange realize one,0,0,0,0,0,0,1,0
feel amazed much work today happy,0,0,0,0,0,0,1,0
still feel totally amazed change add kiddos growing enjoy season more more year make perfect time year,0,0,0,0,0,0,1,0
used helping others feel weird receiving end service,0,0,0,0,0,0,1,0
feel like athlete near end long long race surprised actually near finishing line,0,0,0,0,0,0,1,0
feel charles looking shocked,0,0,0,0,0,0,1,0
never wear bontrager glove feel weird hand winder not much help,0,0,0,0,0,0,1,0
impressed quality quietness feel break steering door impressed quickness responsiveness seamless operation car,0,0,0,0,0,0,1,0
feel overwhelmed one thing tend feel overwhelmed everything,0,0,0,0,0,0,1,0
really feel like not book justice saying so impressed bought three extra copy read,0,0,0,0,0,0,1,0
feel so amazing something so freeing improve relationship food not want go back eating,0,0,0,0,0,0,1,0
really excited also feeling bit overwhelmed internet lately,0,0,0,0,0,0,1,0
feel overwhelmed want run lover unpeels sky throw moon extra bright notice,0,0,0,0,0,0,1,0
feel amazing accomplished done,0,0,0,0,0,0,1,0
feel like loosing life amazing best friend friend family,0,0,0,0,0,0,1,0
just feel curious mission,0,0,0,0,0,0,1,0
noticed lately various athlete nutritionist touting health benefit kale since know first hand good feel eat not surprised,0,0,0,0,0,0,1,0
feel manifesting strange ways,0,0,0,0,0,0,1,0
feeling something so strange not stop thinking,0,0,0,0,0,0,1,0
deserve feel amazed,0,0,0,0,0,0,1,0
feel so funny not know everytime try shared problem lit feel like annoying matter better never shared anymore,0,0,0,0,0,0,1,0
feeling overwhelmed task feel god plan know god prepared,0,0,0,0,0,0,1,0
feel weird sense chaos see evidence part world check space weather site,0,0,0,0,0,0,1,0
actually fell asleep class watching video never way woke feeling bit dazed bit confused,0,0,0,0,0,0,1,0
woke feeling funny,0,0,0,0,0,0,1,0
month back many hour four spent staring beautiful image eye watered pinning still crazy boards better feeling bit overwhelmed inspired gi maybe,0,0,0,0,0,0,1,0
lansing could not make feel funny tummy,0,0,0,0,0,0,1,0
mightily nervous given crashed burned point last time still remember feeling shocked hard found x second run,0,0,0,0,0,0,1,0
feel weird affection,0,0,0,0,0,0,1,0
really want list stuff feel would look ludicrous not want right,0,0,0,0,0,0,1,0
remember place things done feel absolutely stunned look so simple boring,0,0,0,0,0,0,1,0
feel kind funny writing sunday joy week mind elsewhere,0,0,0,0,0,0,1,0
just could not bring feel shocked awed,0,0,0,0,0,0,1,0
feel no compunction watch week week though no reason believe not still funny,0,0,0,0,0,0,1,0
could not help feel sort surprised sad,0,0,0,0,0,0,1,0
feel really impressed person really impressed maybe just maybe might time think next step relationship,0,0,0,0,0,0,1,0
feel shocked anything crowd traffic contrast everybody tell going so so crowded haha,0,0,0,0,0,0,1,0
feel somewhat amazed actually managed complete march,0,0,0,0,0,0,1,0
say feel quite curious writing part daily routine past four years,0,0,0,0,0,0,1,0
feeling book going amazing,0,0,0,0,0,0,1,0
feel like stranger strange land,0,0,0,0,0,0,1,0
feel loyalty strange true even though really liked dress just could not afford,0,0,0,0,0,0,1,0
hardly feel wow factor saw stunned liv entire concept,0,0,0,0,0,0,1,0
feel energy ever seem completely wake feel like dazed mood time,0,0,0,0,0,0,1,0
feel surprised pulled,0,0,0,0,0,0,1,0
took pretty long break couple years ago due study feel strange so long,0,0,0,0,0,0,1,0
feeling little overwhelmed today,0,0,0,0,0,0,1,0
rotated arm inward happened feeling back arm hand shocked feel hard tricep muscle,0,0,0,0,0,0,1,0
feel just little bit dazed,0,0,0,0,0,0,1,0
feel so enthralled speak though giggle butterfly,0,0,0,0,0,0,1,0
think go look side pocket duffel bag say feeling amazed audacity,0,0,0,0,0,0,1,0
love using mask even though feel funny get bit fiddly make skin feel amazing noticed visible added brightness skin afterwards,0,0,0,0,0,0,1,0
just feel funny getting gospel preachy others,0,0,0,0,0,0,1,0
feeling bit overwhelmed,0,0,0,0,0,0,1,0
decide wear dress grandma mum feel shiver memory impressed mind photo come,0,0,0,0,0,0,1,0
feel even more amazed first time saw,0,0,0,0,0,0,1,0
feel shocked worked come together,0,0,0,0,0,0,1,0
feel bit surprised still interest piano teacher,0,0,0,0,0,0,1,0
start feel amazing joy wonder good fruit see,0,0,0,0,0,0,1,0
palpable feeling strange way feeling soul leaping body terrible height,0,0,0,0,0,0,1,0
feel like even teacher surprised related,0,0,0,0,0,0,1,0
still remember feeling surprised world so large something like could,0,0,0,0,0,0,1,0
feel surprised turn make feel like idiot,0,0,0,0,0,0,1,0
guess lucky feeling curious morning,0,0,0,0,0,0,1,0
feel overwhelmed so discouraged,0,0,0,0,0,0,1,0
think happy feeling actually surprised,0,0,0,0,0,0,1,0
grand opportunity reconnect people not pleasure connecting quite time feel amazing,0,0,0,0,0,0,1,0
informed bike feel bit funny first actually little spin dulce felt quite ok,0,0,0,0,0,0,1,0
feeling bit stunned morning received news classmate memorial service take place next saturday,0,0,0,0,0,0,1,0
feeling might surprised list,0,0,0,0,0,0,1,0
feeling amazing,0,0,0,0,0,0,1,0
feel little like clooney descendant shocked kid open mouth vile street invect come,0,0,0,0,0,0,1,0
feel shocked easy may possibly,0,0,0,0,0,0,1,0
feel so dazed lately,0,0,0,0,0,0,1,0
feel soo amazed,0,0,0,0,0,0,1,0
just feel so dazed blur,0,0,0,0,0,0,1,0
think maybe feel tad bit overwhelmed things need get baby arrives,0,0,0,0,0,0,1,0
feel so strange so exhilarated,0,0,0,0,0,0,1,0
hope so chance meet feel so curious become future,0,0,0,0,0,0,1,0
feel enthralled,0,0,0,0,0,0,1,0
kind feeling overwhelmed,0,0,0,0,0,0,1,0
touched boy feel weird like jelly,0,0,0,0,0,0,1,0
feel like need emphasize very impressed color,0,0,0,0,0,0,1,0
feel amazed amazing environment around,0,0,0,0,0,0,1,0
feeling kind impressed he playing mostly vocal,0,0,0,0,0,0,1,0
feel like unreasonably shocked end spoiler alert dog dy,0,0,0,0,0,0,1,0
long feel amazing heat u,0,0,0,0,0,0,1,0
just try think great feel look stunned stare ill get classmate still school summer break right woo though fat really help,0,0,0,0,0,0,1,0
feel amazing sense lightness accomplishment,0,0,0,0,0,0,1,0
first learned read feel consciousness field shocked indeed terrified saw,0,0,0,0,0,0,1,0
never particularly bothered age ageing process feel slightly surprised nearly not really mind,0,0,0,0,0,0,1,0
not believe much difference tell just month fact lost pound first week made feel pretty amazing,0,0,0,0,0,0,1,0
know put words movie made feel amazing,0,0,0,0,0,0,1,0
ended feeling very strange,0,0,0,0,0,0,1,0
feel slightly shocked may hurt feeling,0,0,0,0,0,0,1,0
feeling may one two people shocked,0,0,0,0,0,0,1,0
woke today feeling kind strange,0,0,0,0,0,0,1,0
feel like character like always so enthralled story see lot reading summer,0,0,0,0,0,0,1,0
feel overwhelmed,0,0,0,0,0,0,1,0
tell feel so amazing take minute truly wind leaving room,0,0,0,0,0,0,1,0
look inside camera feel surprised,0,0,0,0,0,0,1,0
feel shiver happiness expectation surprised like,0,0,0,0,0,0,1,0
feel amazed see large woman staring back photograph mirror,0,0,0,0,0,0,1,0
experiencing weird feeling curious people felt something similar,0,0,0,0,0,0,1,0
oddly behind blogging feel like so much talk wednesday shocked today friday,0,0,0,0,0,0,1,0
feel influx beetle curious critter attributed climate change,0,0,0,0,0,0,1,0
think back everything happened book left feeling stunned,0,0,0,0,0,0,1,0
no more intimate feeling weird,0,0,0,0,0,0,1,0
know struggle feel targeted even may surprised hear feel ways targeted constantly telling believe truest truth,0,0,0,0,0,0,1,0
feel strange sense pride success just game,0,0,0,0,0,0,1,0
feeling second viewing might change mind dazed turkey past bedtime first time around,0,0,0,0,0,0,1,0
keep expecting something different end feeling surprised feel things people tell feel along,0,0,0,0,0,0,1,0
purchased gel trimmed fit size shoe amazed stand extremely long period time not feel pain continually surprised shelve shift books without feeling need sit,0,0,0,0,0,0,1,0
think every woman deserves day walk around feeling amazing cutest pantie bra set,0,0,0,0,0,0,1,0
genius passed trumpet exam merit distinction feel dinner guest not quite impressed,0,0,0,0,0,0,1,0
feel living strange body,0,0,0,0,0,0,1,0
just normal lady living normal life writes thoughts still feel really quite surprised people actually read write,0,0,0,0,0,0,1,0
feeling purely not accept fully therefore need observe another person apart feel impressed display skill,0,0,0,0,0,0,1,0
wish not feel like not know feeling strange love feeling,0,0,0,0,0,0,1,0
feel amazing never fuller not snacking much handful nuts spoon almond butter,0,0,0,0,0,0,1,0
not help gravitating lines reflect feel not help shocked disappointed draw,0,0,0,0,0,0,1,0
came away feeling amazed li society allowed incredible suffering go large scale so long,0,0,0,0,0,0,1,0
remember making homemade meatball spaghetti first time tiny boston kitchen feeling rather impressed bad self,0,0,0,0,0,0,1,0
feel so overwhelmed nauseous,0,0,0,0,0,0,1,0
met people felt friend also not feel like weird nerdy one group also kind leads next part,0,0,0,0,0,0,1,0
looking acre land covered mowed grass day feeling very overwhelmed,0,0,0,0,0,0,1,0
start feel strange,0,0,0,0,0,0,1,0
tried detox ginger kale juice drink made head feel funny soon drank,0,0,0,0,0,0,1,0
feeling overwhelmed words last day,0,0,0,0,0,0,1,0
need another feel weird,0,0,0,0,0,0,1,0
feeling pretty dazed morning actually free time reflect gone,0,0,0,0,0,0,1,0
would wake feeling like weird dream,0,0,0,0,0,0,1,0
just went shitty interview process selection year besides economy better feel like nailed interview really impressed people,0,0,0,0,0,0,1,0
feel import passage adequately impressed,0,0,0,0,0,0,1,0
feel strange,0,0,0,0,0,0,1,0
even remember feeling amazed not dissolving puddle tear,0,0,0,0,0,0,1,0
imagine would feel uneasiness strange sense not belonging abiding awareness belonging group,0,0,0,0,0,0,1,0
left feeling thoroughly impressed exceptionally grateful,0,0,0,0,0,0,1,0
tell mum extravagant feel year living hand mouth act very surprised,0,0,0,0,0,0,1,0
could feel laugh say mama always so funny jumped beside,0,0,0,0,0,0,1,0
remember walking store teenager feeling impressed even overwhelmed store fashionable offering,0,0,0,0,0,0,1,0
thought lot weekend watched fault stars two kid cancer so made feel really weird anxious,0,0,0,0,0,0,1,0
woke feeling strange,0,0,0,0,0,0,1,0
think worst feeling give shiver just thinking make teeth feel strange,0,0,0,0,0,0,1,0
borned feel very curious love,0,0,0,0,0,0,1,0
feel especially strange express said emotion someone else,0,0,0,0,0,0,1,0
feel much love february dragonmommie amazed lonestar,0,0,0,0,0,0,1,0
not ever remember spring more excited see temp hitting low feel amazing so excited better weather,0,0,0,0,0,0,1,0
see many child holland feel overwhelmed things need,0,0,0,0,0,0,1,0
get warm so quickly right day feel amazing,0,0,0,0,0,0,1,0
feeling shocked suddenness emotion chose become discoverer just land emotion,0,0,0,0,0,0,1,0
look musician blog feel amazed not faithfulness ease candor,0,0,0,0,0,0,1,0
feel kind shocked someone just note da said,0,0,0,0,0,0,1,0
see feel would not surprised more,0,0,0,0,0,0,1,0
believe true american whether birth adoption feel gratitude benefit amazing freedom,0,0,0,0,0,0,1,0
feel pointer strange way today going funny day laughing loud,0,0,0,0,0,0,1,0
feel rather weird,0,0,0,0,0,0,1,0
ended pushing class pretty hard still sore two day later feeling left studio amazing,0,0,0,0,0,0,1,0
just feel overwhelmed anything everything need break,0,0,0,0,0,0,1,0
feel bit funny actually,0,0,0,0,0,0,1,0
no longer feeling so overwhelmed feeling more confident happy,0,0,0,0,0,0,1,0
also made creme yl essential oils lavender frankincense coconut oil feel amazing,0,0,0,0,0,0,1,0
feeling impressed withmyself opening bottle wine thumb,0,0,0,0,0,0,1,0
feeling push far far away give amazing feeling love happiness,0,0,0,0,0,0,1,0
julia next information julia feb charlie cy blog wife danny picture pic gossip famous anesthetized hand danny hank lot pick feel impressed carey video,0,0,0,0,0,0,1,0
yulara without feeling culture shocked like beauty desert somehow wrapped glad wrap,0,0,0,0,0,0,1,0
help feeling weird opening every closet apartment somebody still living so,0,0,0,0,0,0,1,0
still feel curious,0,0,0,0,0,0,1,0
headed closed door behind asked things feeling little strange lately,0,0,0,0,0,0,1,0
also feel like more story feel like must something make feel way curious find,0,0,0,0,0,0,1,0
not feel too impressed,0,0,0,0,0,0,1,0
want feel amazing,0,0,0,0,0,0,1,0
nervous first contact feeling curious apprehens approval ministry,0,0,0,0,0,0,1,0
called work j mom sent text remained feeling shocked trying tell j take breath calm,0,0,0,0,0,0,1,0
also notice so c class also another cool smart looking korean guy also feel curious,0,0,0,0,0,0,1,0
starting feel like weird girl spends way too much time alone so movie checked room met ahi kiwi also cruising solo,0,0,0,0,0,0,1,0
feel dazed,0,0,0,0,0,0,1,0
later started notice feel curious story friend told,0,0,0,0,0,0,1,0
remember feeling shocked soft warm felt,0,0,0,0,0,0,1,0
got chest ill confess although feeling little funny right think probably secretly pleased part,0,0,0,0,0,0,1,0
feel one weird moods coming want reorganize entire house,0,0,0,0,0,0,1,0
feel amazed grateful discovering great technique,0,0,0,0,0,0,1,0
feel surprised,0,0,0,0,0,0,1,0
feel shocked slightly sadend whole year gone also almost not remember time without,0,0,0,0,0,0,1,0
still feeling amazed thankful able part trip red rock la vega,0,0,0,0,0,0,1,0
often feel surprised not stuffed,0,0,0,0,0,0,1,0
feel little bit surprised logically news american football generally news last backup subtitle broadcast perhaps first race new season think,0,0,0,0,0,0,1,0
feel overwhelmed day deep thought,0,0,0,0,0,0,1,0
started feeling impressed creat mom,0,0,0,0,0,0,1,0
feel vaguely weird,0,0,0,0,0,0,1,0
feel like look strange not used without even saying anything couple people comment nice look winning,0,0,0,0,0,0,1,0
feel little weird calling,0,0,0,0,0,0,1,0
took picture gym so guy feel amazed too laughing loud,0,0,0,0,0,0,1,0
feel really weird alienated,0,0,0,0,0,0,1,0
could expected every way feeling bit overwhelmed point quickly life changed past week,0,0,0,0,0,0,1,0
still feeling somewhat shocked traumatized,0,0,0,0,0,0,1,0
first gi people say not like feel funny ten second say like,0,0,0,0,0,0,1,0
feel exactly way one reviewer felt shocked story behind scene tragedy,0,0,0,0,0,0,1,0
